legId                            ,searchDate ,totalFare
6fd9110f03ea2a6d7632382d3d95d58b ,2022-05-09 ,   458.6
6fd9110f03ea2a6d7632382d3d95d58b ,2022-05-10 ,   458.6
6fd9110f03ea2a6d7632382d3d95d58b ,2022-05-11 ,   458.6
6fd9110f03ea2a6d7632382d3d95d58b ,2022-05-12 ,   458.6
6fd9110f03ea2a6d7632382d3d95d58b ,2022-05-13 ,   608.6
6fd9110f03ea2a6d7632382d3d95d58b ,2022-05-14 ,   608.6
6fd9110f03ea2a6d7632382d3d95d58b ,2022-05-17 ,   998.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-17 ,   368.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-18 ,   368.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-19 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-20 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-21 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-22 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-23 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-24 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-25 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-26 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-27 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-28 ,   378.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-29 ,   378.6
603a427c9562ebd86403b6a86bce42b1 ,2022-04-30 ,   443.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-01 ,   443.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-02 ,   378.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-03 ,   378.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-04 ,   378.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-05 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-06 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-07 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-08 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-09 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-10 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-11 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-12 ,   458.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-13 ,   608.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-14 ,   608.6
603a427c9562ebd86403b6a86bce42b1 ,2022-05-17 ,   998.6
95a60473fda815e567a2787e4bf3333b ,2022-04-17 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-04-18 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-04-19 ,   538.6
95a60473fda815e567a2787e4bf3333b ,2022-04-20 ,   538.6
95a60473fda815e567a2787e4bf3333b ,2022-04-21 ,   538.6
95a60473fda815e567a2787e4bf3333b ,2022-04-22 ,   538.6
95a60473fda815e567a2787e4bf3333b ,2022-04-23 ,   538.6
95a60473fda815e567a2787e4bf3333b ,2022-04-24 ,   538.6
95a60473fda815e567a2787e4bf3333b ,2022-04-25 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-04-26 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-04-27 ,   493.6
95a60473fda815e567a2787e4bf3333b ,2022-04-28 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-04-29 ,   443.6
95a60473fda815e567a2787e4bf3333b ,2022-04-30 ,   443.6
95a60473fda815e567a2787e4bf3333b ,2022-05-01 ,   443.6
95a60473fda815e567a2787e4bf3333b ,2022-05-02 ,   443.6
95a60473fda815e567a2787e4bf3333b ,2022-05-03 ,   443.6
95a60473fda815e567a2787e4bf3333b ,2022-05-04 ,   448.6
95a60473fda815e567a2787e4bf3333b ,2022-05-05 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-05-06 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-05-07 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-05-08 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-05-09 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-05-10 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-05-11 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-05-12 ,   458.6
95a60473fda815e567a2787e4bf3333b ,2022-05-13 ,   608.6
95a60473fda815e567a2787e4bf3333b ,2022-05-14 ,   608.6
95a60473fda815e567a2787e4bf3333b ,2022-05-17 ,   998.6
1819ad1e71f42622061ebe7905422afe ,2022-04-17 ,   538.6
1819ad1e71f42622061ebe7905422afe ,2022-04-18 ,   538.6
1819ad1e71f42622061ebe7905422afe ,2022-04-19 ,   668.6
1819ad1e71f42622061ebe7905422afe ,2022-04-20 ,   668.6
1819ad1e71f42622061ebe7905422afe ,2022-04-21 ,   668.6
1819ad1e71f42622061ebe7905422afe ,2022-04-22 ,   538.6
1819ad1e71f42622061ebe7905422afe ,2022-04-23 ,   538.6
1819ad1e71f42622061ebe7905422afe ,2022-04-24 ,   668.6
1819ad1e71f42622061ebe7905422afe ,2022-04-25 ,   538.6
1819ad1e71f42622061ebe7905422afe ,2022-04-26 ,   548.6
1819ad1e71f42622061ebe7905422afe ,2022-04-27 ,   548.6
1819ad1e71f42622061ebe7905422afe ,2022-04-28 ,   558.6
1819ad1e71f42622061ebe7905422afe ,2022-04-29 ,   558.6
1819ad1e71f42622061ebe7905422afe ,2022-04-30 ,   558.6
1819ad1e71f42622061ebe7905422afe ,2022-05-01 ,   558.6
1819ad1e71f42622061ebe7905422afe ,2022-05-02 ,   558.6
1819ad1e71f42622061ebe7905422afe ,2022-05-03 ,   558.6
1819ad1e71f42622061ebe7905422afe ,2022-05-04 ,   558.6
1819ad1e71f42622061ebe7905422afe ,2022-05-05 ,   568.6
1819ad1e71f42622061ebe7905422afe ,2022-05-06 ,   568.6
1819ad1e71f42622061ebe7905422afe ,2022-05-07 ,   508.6
1819ad1e71f42622061ebe7905422afe ,2022-05-08 ,   568.6
1819ad1e71f42622061ebe7905422afe ,2022-05-09 ,   508.6
1819ad1e71f42622061ebe7905422afe ,2022-05-10 ,   458.6
1819ad1e71f42622061ebe7905422afe ,2022-05-11 ,   508.6
1819ad1e71f42622061ebe7905422afe ,2022-05-12 ,   418.6
1819ad1e71f42622061ebe7905422afe ,2022-05-13 ,   608.6
1819ad1e71f42622061ebe7905422afe ,2022-05-14 ,   608.6
1819ad1e71f42622061ebe7905422afe ,2022-05-17 ,   998.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-17 ,   458.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-18 ,   458.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-19 ,   458.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-20 ,   538.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-21 ,   538.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-22 ,   538.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-23 ,   538.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-25 ,   458.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-26 ,   458.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-27 ,   468.61
7615963bbd2c10e10c915aa22800e8da ,2022-04-28 ,   458.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-29 ,   443.6
7615963bbd2c10e10c915aa22800e8da ,2022-04-30 ,   443.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-01 ,   443.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-02 ,   443.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-03 ,   443.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-04 ,   508.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-05 ,   508.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-06 ,   448.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-07 ,   508.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-08 ,   508.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-09 ,   508.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-10 ,   508.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-11 ,   458.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-12 ,   458.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-13 ,   418.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-14 ,   418.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-17 ,   648.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-18 ,   648.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-19 ,   648.6
7615963bbd2c10e10c915aa22800e8da ,2022-05-20 ,   998.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-17 ,   538.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-18 ,   538.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-19 ,   538.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-20 ,   668.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-21 ,   668.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-22 ,   668.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-23 ,   668.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-25 ,   668.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-26 ,   548.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-27 ,   548.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-28 ,   558.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-29 ,   558.6
a7016849c7232f5b05c6ea9958a50004 ,2022-04-30 ,   558.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-01 ,   558.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-02 ,   558.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-03 ,   558.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-04 ,   558.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-05 ,   558.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-06 ,   558.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-07 ,   558.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-08 ,   558.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-09 ,   568.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-10 ,   568.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-11 ,   568.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-12 ,   568.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-13 ,   568.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-14 ,   568.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-17 ,   648.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-18 ,   648.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-19 ,   648.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-20 ,   648.6
a7016849c7232f5b05c6ea9958a50004 ,2022-05-21 ,   998.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-17 ,   328.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-18 ,   408.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-19 ,   408.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-20 ,   408.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-21 ,   408.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-22 ,   408.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-23 ,   408.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-25 ,   408.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-26 ,   478.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-27 ,   418.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-28 ,   318.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-29 ,   318.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-04-30 ,   318.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-01 ,   318.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-02 ,   318.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-03 ,   328.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-04 ,   318.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-05 ,   318.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-06 ,   318.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-07 ,   318.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-08 ,   318.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-09 ,   318.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-10 ,   458.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-11 ,   508.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-12 ,   508.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-13 ,   458.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-14 ,   458.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-18 ,   548.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-19 ,   548.6
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-20 ,   598.61
d63f956cdb5a7f3c37281fc4654e9299 ,2022-05-21 ,   998.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-17 ,   368.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-18 ,   368.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-19 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-20 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-21 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-22 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-23 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-25 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-26 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-27 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-28 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-29 ,   448.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-04-30 ,   378.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-01 ,   378.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-02 ,   378.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-03 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-04 ,   448.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-05 ,   378.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-06 ,   448.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-07 ,   448.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-08 ,   448.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-09 ,   448.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-10 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-11 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-12 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-13 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-14 ,   458.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-18 ,   648.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-19 ,   648.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-20 ,   648.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-21 ,   648.6
0d7c846dcb4f31ed8ad6dbe8ee2d3018 ,2022-05-22 ,   998.6
0370e223fca6208354b7aef4d800bafa ,2022-04-17 ,   458.6
0370e223fca6208354b7aef4d800bafa ,2022-04-18 ,   458.6
